sha,version,date,subject,changeCount,packageChangeCount,pathEndpointCount,workspaces,semanticIds,directSemanticIds,dependencySemanticIds,evidenceReports,evidenceLabels,coverage,paths,changes
c4e89b033737a0bf3d26227d8a48c9a6b58520e7,v0.80.3,2026-06-18T15:55:35+02:00,feat: ui attach rpc support,7,7,7,orchestrator,TR-006,TR-006,,tui-repo,PORT,EVIDENCE_LINKED,packages/orchestrator/src/attach-ui.ts;packages/orchestrator/src/cli.ts;packages/orchestrator/src/handler.ts;packages/orchestrator/src/ipc/protocol.ts;packages/orchestrator/src/ipc/server.ts;packages/orchestrator/src/radius.ts;packages/orchestrator/src/supervisor.ts,A:packages/orchestrator/src/attach-ui.ts;M:packages/orchestrator/src/cli.ts;M:packages/orchestrator/src/handler.ts;M:packages/orchestrator/src/ipc/protocol.ts;M:packages/orchestrator/src/ipc/server.ts;M:packages/orchestrator/src/radius.ts;M:packages/orchestrator/src/supervisor.ts
337de9b078d616f19acdc023c6fff278a61abf5d,v0.80.3,2026-06-18T15:59:32+02:00,"fix: RPC parity, UX polish, logging",3,3,3,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/cli.ts;packages/orchestrator/src/radius.ts;packages/orchestrator/src/rpc-bridge.ts,M:packages/orchestrator/src/cli.ts;M:packages/orchestrator/src/radius.ts;M:packages/orchestrator/src/rpc-bridge.ts
1d5fd2356803311843554e40bf01d9c2ecef95dc,v0.80.3,2026-06-18T16:11:04+02:00,fix: theme in ui attach,4,4,4,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/attach-ui.ts;packages/orchestrator/src/handler.ts;packages/orchestrator/src/ipc/protocol.ts;packages/orchestrator/src/supervisor.ts,M:packages/orchestrator/src/attach-ui.ts;M:packages/orchestrator/src/handler.ts;M:packages/orchestrator/src/ipc/protocol.ts;M:packages/orchestrator/src/supervisor.ts
ac92f92b65943d5f54837e065dc025957c302fa2,v0.80.3,2026-06-18T16:15:03+02:00,fix: not found errors,1,1,1,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/radius.ts,M:packages/orchestrator/src/radius.ts
a7b0138ef012eb4ce8730755bfb4f0fb7a17fb76,v0.80.3,2026-06-22T14:45:56+02:00,fix: raw rpc,9,9,9,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/attach-ui.ts;packages/orchestrator/src/cli.ts;packages/orchestrator/src/handler.ts;packages/orchestrator/src/index.ts;packages/orchestrator/src/ipc/protocol.ts;packages/orchestrator/src/ipc/server.ts;packages/orchestrator/src/rpc-bridge.ts;packages/orchestrator/src/rpc-process.ts;packages/orchestrator/src/supervisor.ts,D:packages/orchestrator/src/attach-ui.ts;M:packages/orchestrator/src/cli.ts;M:packages/orchestrator/src/handler.ts;M:packages/orchestrator/src/index.ts;M:packages/orchestrator/src/ipc/protocol.ts;M:packages/orchestrator/src/ipc/server.ts;D:packages/orchestrator/src/rpc-bridge.ts;A:packages/orchestrator/src/rpc-process.ts;M:packages/orchestrator/src/supervisor.ts
d79e3061ad13b6e7443c74fa24a9c66bba8bdaaf,v0.80.3,2026-06-22T14:53:07+02:00,cleanup: one shot vs stream,5,5,5,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/cli.ts;packages/orchestrator/src/handler.ts;packages/orchestrator/src/ipc/protocol.ts;packages/orchestrator/src/ipc/server.ts;packages/orchestrator/src/supervisor.ts,M:packages/orchestrator/src/cli.ts;M:packages/orchestrator/src/handler.ts;M:packages/orchestrator/src/ipc/protocol.ts;M:packages/orchestrator/src/ipc/server.ts;M:packages/orchestrator/src/supervisor.ts
555ab2e5482b1617b244c2dd2cf6eeb25d846e99,v0.80.3,2026-06-22T14:56:41+02:00,cleanup: small optimizations,5,5,5,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/handler.ts;packages/orchestrator/src/ipc/server.ts;packages/orchestrator/src/rpc-process.ts;packages/orchestrator/src/serve.ts;packages/orchestrator/src/supervisor.ts,M:packages/orchestrator/src/handler.ts;M:packages/orchestrator/src/ipc/server.ts;M:packages/orchestrator/src/rpc-process.ts;M:packages/orchestrator/src/serve.ts;M:packages/orchestrator/src/supervisor.ts
13a18600c69722e88923e674d3b893c639f47757,v0.80.3,2026-06-22T15:11:14+02:00,fix: rpc stream,2,2,2,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/ipc/server.ts;packages/orchestrator/src/rpc-process.ts,M:packages/orchestrator/src/ipc/server.ts;M:packages/orchestrator/src/rpc-process.ts
d9910555620eec78e40c317afcefb3e24b53face,v0.80.3,2026-06-22T15:24:01+02:00,fix: no dynamic imports,1,1,1,orchestrator,TR-006,TR-006,,tui-repo,PORT,EVIDENCE_LINKED,packages/orchestrator/src/ipc/server.ts,M:packages/orchestrator/src/ipc/server.ts
cc12750e8e0176ec6bd5468bcd76f902a159ba15,v0.80.3,2026-06-22T16:00:35+02:00,"fix: serialize rpc requests, no eager rewrites",2,2,2,orchestrator,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,packages/orchestrator/src/ipc/server.ts;packages/orchestrator/src/serve.ts,M:packages/orchestrator/src/ipc/server.ts;M:packages/orchestrator/src/serve.ts
e3dcb244f81e3c699a9f5dab96dec0d792c1a51c,v0.80.3,2026-06-23T15:38:43+02:00,Support modern Microsoft Foundry Responses API endpoints:,4,4,4,ai;coding-agent,AI-001;CU-015,AI-001;CU-015,,ai;coding-ui,PARTIAL;PORT;PRESENT,EVIDENCE_LINKED,packages/ai/README.md;packages/ai/src/api/azure-openai-responses.ts;packages/ai/test/azure-openai-base-url.test.ts;packages/coding-agent/docs/providers.md,M:packages/ai/README.md;M:packages/ai/src/api/azure-openai-responses.ts;M:packages/ai/test/azure-openai-base-url.test.ts;M:packages/coding-agent/docs/providers.md
8277bd68968d359dfd95726cc7bbc2fb3cc1aeeb,v0.80.3,2026-06-23T23:45:39+02:00,Add [Unreleased] section for next cycle,4,4,4,agent;ai;coding-agent;tui,AI-045;TR-017,AI-045;TR-017,,agent;ai;coding-ui;tui-repo,N/A;mechanical;release,EVIDENCE_LINKED,packages/agent/CHANGELOG.md;packages/ai/CHANGELOG.md;packages/coding-agent/CHANGELOG.md;packages/tui/CHANGELOG.md,M:packages/agent/CHANGELOG.md;M:packages/ai/CHANGELOG.md;M:packages/coding-agent/CHANGELOG.md;M:packages/tui/CHANGELOG.md
954ec998140aa2aa66bb861ad1ffa09c47b3ad15,v0.80.3,2026-06-23T23:50:12+02:00,fix: upload release assets from visible directory,1,0,1,.github,TR-007,TR-007,,tui-repo,release,EVIDENCE_LINKED,.github/workflows/build-binaries.yml,M:.github/workflows/build-binaries.yml
978202765f1037a33fed61a74645ba0afb05b8b4,v0.80.3,2026-06-23T23:54:34+02:00,fix: remove OpenClaw gate,1,0,1,.github,TR-008,TR-008,,tui-repo,,EVIDENCE_LINKED,.github/workflows/openclaw-gate.yml,D:.github/workflows/openclaw-gate.yml
ec6311beb5b24fc918e5031173608447582d7262,v0.80.3,2026-06-23T23:58:02+02:00,fix: skip dirty check before npm publish,1,0,1,.github,TR-007,TR-007,,tui-repo,release,EVIDENCE_LINKED,.github/workflows/build-binaries.yml,M:.github/workflows/build-binaries.yml
6338661485a0c71d430e391c2d92833212bbfb85,v0.80.3,2026-06-24T02:53:40-05:00,fix(coding-agent): print benchmark timings after TUI stop (#6030),1,1,1,coding-agent,CC-001;CU-020,CC-001;CU-020,,coding-core;coding-ui,PORT;PRESENT;merge,EVIDENCE_LINKED,packages/coding-agent/src/main.ts,M:packages/coding-agent/src/main.ts
a2e3e9d8b26b2e40ed6fd376d3f0819a757559a0,v0.80.3,2026-06-24T10:38:57+02:00,Merge pull request #6004 from gukoff/support-azure-foundry-endpoints,0,0,0,,AI-001,AI-001,,ai,PORT;PRESENT;merge,EVIDENCE_LINKED,,
c5440162b87b210b498857985765ba42279603a8,v0.80.3,2026-06-24T20:12:56+08:00,fix(coding-agent): show resources before messages when resuming session,3,3,3,coding-agent,CU-020,CU-020,,coding-ui,PRESENT,EVIDENCE_LINKED,packages/coding-agent/src/modes/interactive/interactive-mode.ts;packages/coding-agent/test/interactive-mode-status.test.ts;packages/coding-agent/test/suite/regressions/5943-session-start-notify.test.ts,M:packages/coding-agent/src/modes/interactive/interactive-mode.ts;M:packages/coding-agent/test/interactive-mode-status.test.ts;M:packages/coding-agent/test/suite/regressions/5943-session-start-notify.test.ts
3e551faf7913b9dc48c45a99830214913e125fb6,v0.80.3,2026-06-24T14:44:41+02:00,Merge pull request #6048 from haoqixu/fix-resources-position,0,0,0,,CU-020,CU-020,,parent-review,,EVIDENCE_LINKED,,
c29bbc095829e352d8555527c553fb04928a571c,v0.80.3,2026-06-24T14:45:50+02:00,docs(agent): update models phase 9 plan,1,1,1,agent,AG-015,AG-015,,agent,docs;merge,EVIDENCE_LINKED,packages/agent/docs/models.md,M:packages/agent/docs/models.md
371adcf37130629ffb9bbeed9f5548ce08ffa93b,v0.80.3,2026-06-24T18:12:25+02:00,fix(coding-agent): retry explicit provider retry errors,7,7,7,ai;coding-agent,AI-002;CC-002;CU-022,AI-002;CC-002;CU-022,,ai;coding-core;coding-ui,MISSING;PARTIAL;PORT,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/src/index.ts;packages/ai/src/utils/retry.ts;packages/ai/test/retry.test.ts;packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/core/agent-session.ts;packages/coding-agent/test/suite/regressions/6019-explicit-provider-retry-message.test.ts,M:packages/ai/CHANGELOG.md;M:packages/ai/src/index.ts;A:packages/ai/src/utils/retry.ts;A:packages/ai/test/retry.test.ts;M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/src/core/agent-session.ts;A:packages/coding-agent/test/suite/regressions/6019-explicit-provider-retry-message.test.ts
0bdbe7c57bbadf9f7722ffdb72ce425c0d429acf,v0.80.3,2026-06-25T02:07:32-05:00,fix(coding-agent): preserve extension timing measurements,3,3,3,coding-agent,CC-001;CU-020,CC-001;CU-020,,coding-core;coding-ui,PORT;PRESENT;merge,EVIDENCE_LINKED,packages/coding-agent/src/core/extensions/loader.ts;packages/coding-agent/src/core/resource-loader.ts;packages/coding-agent/src/core/timings.ts,M:packages/coding-agent/src/core/extensions/loader.ts;M:packages/coding-agent/src/core/resource-loader.ts;M:packages/coding-agent/src/core/timings.ts
d8a2cab3d909d9e7f8bfd71f2fda9e8924ce4b8d,v0.80.3,2026-06-24T21:40:27-05:00,fix(coding-agent): drain startup benchmark replies,1,1,1,coding-agent,CC-001;CU-020,CC-001;CU-020,,coding-core;coding-ui,PORT;PRESENT;merge,EVIDENCE_LINKED,packages/coding-agent/src/main.ts,M:packages/coding-agent/src/main.ts
77f1fa621a82eb99494d99a1897356a5de0551a4,v0.80.3,2026-06-25T09:29:12+02:00,docs: experimental,2,2,2,orchestrator,TR-006,TR-006,,tui-repo,docs,EVIDENCE_LINKED,packages/orchestrator/README.md;packages/orchestrator/package.json,M:packages/orchestrator/README.md;M:packages/orchestrator/package.json
0563baa51dfa86759b7fc4ae38cc463b7f364b53,v0.80.3,2026-06-25T09:51:21+02:00,feat: add experimental orchestrator package metadata,1,0,1,package-lock.json,TR-006,TR-006,,tui-repo,,EVIDENCE_LINKED,package-lock.json,M:package-lock.json
be64062f976d67142cbbee10a50eccb8d6204c58,v0.80.3,2026-06-25T09:53:29+02:00,Merge branch 'main' into feat/pi-orchestrator,0,0,0,,TR-006,TR-006,,tui-repo,merge,EVIDENCE_LINKED,,
7e6e59b6e448462f92af950bf2fab184f50aa784,v0.80.3,2026-06-25T09:59:53+02:00,fix: stale version,3,2,3,coding-agent;orchestrator;package-lock.json,TR-006;TR-017,TR-006;TR-017,,coding-ui;tui-repo,N/A;release,EVIDENCE_LINKED,package-lock.json;packages/coding-agent/npm-shrinkwrap.json;packages/orchestrator/package.json,M:package-lock.json;M:packages/coding-agent/npm-shrinkwrap.json;M:packages/orchestrator/package.json
5c76ae407d786790a95ead1063ce8d626b880065,v0.80.3,2026-06-25T10:24:01+02:00,Merge pull request #6063 from xl0/extension-stats,0,0,0,,CC-001,CC-001,,coding-core,PORT;merge,EVIDENCE_LINKED,,
d7868b099853a68f4fdb94f05e6913760dde3f7e,v0.80.3,2026-06-25T10:34:47+02:00,feat(ai): add reasoning token counts to Usage,7,7,7,ai,AG-013;AI-003,AG-013;AI-003,,agent;ai,MISSING;PORT,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/src/api/anthropic-messages.ts;packages/ai/src/api/google-generative-ai.ts;packages/ai/src/api/google-vertex.ts;packages/ai/src/api/openai-completions.ts;packages/ai/src/api/openai-responses-shared.ts;packages/ai/src/types.ts,M:packages/ai/CHANGELOG.md;M:packages/ai/src/api/anthropic-messages.ts;M:packages/ai/src/api/google-generative-ai.ts;M:packages/ai/src/api/google-vertex.ts;M:packages/ai/src/api/openai-completions.ts;M:packages/ai/src/api/openai-responses-shared.ts;M:packages/ai/src/types.ts
9cd2c81ada719612a9398b885a1827c5c460e64d,v0.80.3,2026-06-25T11:56:33+02:00,fix(ai): regenerate model catalogues,6,6,6,ai,AI-010;AI-020,AI-010,AI-020,ai,PORT;SUPERSEDED,EVIDENCE_LINKED,packages/ai/src/image-models.generated.ts;packages/ai/src/providers/huggingface.models.ts;packages/ai/src/providers/minimax-cn.models.ts;packages/ai/src/providers/minimax.models.ts;packages/ai/src/providers/openrouter.models.ts;packages/ai/src/providers/vercel-ai-gateway.models.ts,M:packages/ai/src/image-models.generated.ts;M:packages/ai/src/providers/huggingface.models.ts;M:packages/ai/src/providers/minimax-cn.models.ts;M:packages/ai/src/providers/minimax.models.ts;M:packages/ai/src/providers/openrouter.models.ts;M:packages/ai/src/providers/vercel-ai-gateway.models.ts
8c9dbffa3695dfe6a07785969a82b76133e05ca3,v0.80.3,2026-06-25T11:57:02+02:00,fix(ai): preserve responses reasoning for out-of-order items,2,2,2,ai,AI-004;AI-028;AI-034,AI-004,AI-028;AI-034,ai,MISSING;PORT,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/src/api/openai-responses-shared.ts,M:packages/ai/CHANGELOG.md;M:packages/ai/src/api/openai-responses-shared.ts
b940c52e7e6541e6b97fcc4749e156c2e2d3a637,v0.80.3,2026-06-25T12:00:37+02:00,fix(ai): clamp MiniMax shared budget max tokens,9,9,9,ai;coding-agent,AI-005;AI-007,AI-005,AI-007,ai;coding-ui,N/A;PORT;revert,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/scripts/generate-models.ts;packages/ai/src/api/anthropic-messages.ts;packages/ai/src/index.ts;packages/ai/src/types.ts;packages/ai/src/utils/estimate.ts;packages/ai/test/anthropic-shared-budget-max-tokens.test.ts;packages/ai/test/estimate.test.ts;packages/coding-agent/CHANGELOG.md,M:packages/ai/CHANGELOG.md;M:packages/ai/scripts/generate-models.ts;M:packages/ai/src/api/anthropic-messages.ts;M:packages/ai/src/index.ts;M:packages/ai/src/types.ts;A:packages/ai/src/utils/estimate.ts;A:packages/ai/test/anthropic-shared-budget-max-tokens.test.ts;A:packages/ai/test/estimate.test.ts;M:packages/coding-agent/CHANGELOG.md
6ca7ba7c05492d168b347ee3d96f2af234bdfd62,v0.80.3,2026-06-25T10:06:02Z,chore: approve contributor geraschenko,1,0,1,.github,TR-019,TR-019,,tui-repo,,EVIDENCE_LINKED,.github/APPROVED_CONTRIBUTORS,M:.github/APPROVED_CONTRIBUTORS
62fad94f1ab17e94a3f6f8d00ef3bae5cd5f8f66,v0.80.3,2026-06-17T09:21:03+02:00,fix(ai): surface provider HTTP error body instead of opaque SDK message,12,12,12,ai,AI-006,AI-006,,ai,MISSING;PORT;merge,EVIDENCE_LINKED,packages/ai/src/api/azure-openai-responses.ts;packages/ai/src/api/bedrock-converse-stream.ts;packages/ai/src/api/google-generative-ai.ts;packages/ai/src/api/google-vertex.ts;packages/ai/src/api/openai-codex-responses.ts;packages/ai/src/api/openai-completions.ts;packages/ai/src/api/openai-responses.ts;packages/ai/src/api/openrouter-images.ts;packages/ai/src/utils/error-body.ts;packages/ai/test/error-body.test.ts;packages/ai/test/provider-error-body-passthrough.test.ts;packages/ai/test/provider-error-body-regression.test.ts,M:packages/ai/src/api/azure-openai-responses.ts;M:packages/ai/src/api/bedrock-converse-stream.ts;M:packages/ai/src/api/google-generative-ai.ts;M:packages/ai/src/api/google-vertex.ts;M:packages/ai/src/api/openai-codex-responses.ts;M:packages/ai/src/api/openai-completions.ts;M:packages/ai/src/api/openai-responses.ts;M:packages/ai/src/api/openrouter-images.ts;A:packages/ai/src/utils/error-body.ts;A:packages/ai/test/error-body.test.ts;A:packages/ai/test/provider-error-body-passthrough.test.ts;A:packages/ai/test/provider-error-body-regression.test.ts
4cc339f58d10958040fcc948e340121de90cb3e5,v0.80.3,2026-06-25T12:51:21+02:00,fix(coding-agent): process BMP images from disk,9,9,9,coding-agent,CC-003;CU-025,CC-003;CU-025,,coding-core;coding-ui,MISSING;PORT,EVIDENCE_LINKED,packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/cli/file-processor.ts;packages/coding-agent/src/core/tools/read.ts;packages/coding-agent/src/utils/image-convert.ts;packages/coding-agent/src/utils/image-process.ts;packages/coding-agent/src/utils/mime.ts;packages/coding-agent/test/block-images.test.ts;packages/coding-agent/test/image-process.test.ts;packages/coding-agent/test/tools.test.ts,M:packages/coding-agent/CHANGELOG.md;M:packages/coding-agent/src/cli/file-processor.ts;M:packages/coding-agent/src/core/tools/read.ts;M:packages/coding-agent/src/utils/image-convert.ts;A:packages/coding-agent/src/utils/image-process.ts;M:packages/coding-agent/src/utils/mime.ts;M:packages/coding-agent/test/block-images.test.ts;A:packages/coding-agent/test/image-process.test.ts;M:packages/coding-agent/test/tools.test.ts
f78b163713fba1387bcb8cb48f3a9b1972f49079,v0.80.3,2026-06-25T13:35:12+02:00,fix(ai): revert minimax max token clamp,11,11,11,ai;coding-agent,AI-005;AI-007,AI-005,AI-007,ai;coding-ui,N/A;PORT;revert,EVIDENCE_LINKED,packages/ai/CHANGELOG.md;packages/ai/scripts/generate-models.ts;packages/ai/src/api/anthropic-messages.ts;packages/ai/src/index.ts;packages/ai/src/providers/minimax-cn.models.ts;packages/ai/src/providers/minimax.models.ts;packages/ai/src/types.ts;packages/ai/src/utils/estimate.ts;packages/ai/test/anthropic-shared-budget-max-tokens.test.ts;packages/ai/test/estimate.test.ts;packages/coding-agent/CHANGELOG.md,M:packages/ai/CHANGELOG.md;M:packages/ai/scripts/generate-models.ts;M:packages/ai/src/api/anthropic-messages.ts;M:packages/ai/src/index.ts;M:packages/ai/src/providers/minimax-cn.models.ts;M:packages/ai/src/providers/minimax.models.ts;M:packages/ai/src/types.ts;D:packages/ai/src/utils/estimate.ts;D:packages/ai/test/anthropic-shared-budget-max-tokens.test.ts;D:packages/ai/test/estimate.test.ts;M:packages/coding-agent/CHANGELOG.md
